count=524
z=3.3.6.6	n=4	chambers=24	regularOrbits=0,1	irregularOrbits=2,3	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,2,1,6|4;3,1,4,6|4;2,5,6,6|4;6,7,2,3|4;8,3,9,6|4;4,10,3,3|4;11,4,7,3|4;5,12,13,6|8;13,14,5,3|4;15,6,16,3|4;7,15,11,3|4;12,8,12,6|8;9,17,8,3|8;18,9,19,3|4;10,11,20,3|4;20,19,10,3|4;21,13,21,3|8;14,21,22,3|8;22,16,14,3|4;16,23,15,3|4;17,18,17,3|8;19,24,18,3|8;24,20,23,3|4;23,22,24,3|8;
z=3.3.6.6	n=4	chambers=24	regularOrbits=0,1	irregularOrbits=2,3	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,2,1,6|4;3,1,4,6|4;2,5,6,6|4;6,7,2,3|4;8,3,9,6|4;4,10,3,3|4;11,4,7,3|4;5,12,13,6|4;13,14,5,3|4;15,6,16,3|4;7,15,11,3|8;12,8,12,6|4;9,17,8,3|4;18,9,19,3|4;10,11,20,3|8;20,19,10,3|4;21,13,17,3|4;14,21,22,3|8;22,16,14,3|4;16,23,15,3|8;17,18,21,3|8;19,24,18,3|8;24,20,24,3|8;23,22,23,3|8;
z=3.3.6.6	n=4	chambers=24	regularOrbits=0,2	irregularOrbits=1,3	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,2,1,6|4;3,1,4,6|4;2,5,6,6|4;6,7,2,3|4;8,3,9,6|4;4,10,3,3|4;11,4,7,3|4;5,12,13,6|4;13,14,5,3|4;15,6,16,3|4;7,15,11,3|8;12,8,12,6|4;9,17,8,3|4;18,9,19,3|4;10,11,20,3|8;20,19,10,3|4;21,13,17,3|4;14,21,22,3|8;22,16,14,3|4;16,23,15,3|8;17,18,21,3|8;19,24,18,3|8;24,20,24,3|8;23,22,23,3|8;
z=3.3.6.6	n=4	chambers=24	regularOrbits=0,1	irregularOrbits=2,3,4	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,2,1,6|4;3,1,4,6|4;2,5,6,6|3;6,7,2,3|4;8,3,9,6|3;4,10,3,3|3;11,4,7,3|4;5,12,13,6|9;13,14,5,3|3;15,6,14,3|3;7,15,11,3|5;12,8,12,6|9;9,16,8,3|9;17,9,10,3|3;10,11,17,3|5;18,13,19,3|9;14,18,15,3|5;16,17,20,3|5;20,21,16,3|9;19,20,18,3|5;21,19,22,3|9;22,23,21,3|9;24,22,24,3|9;23,24,23,3|9;
z=3.3.6.6	n=4	chambers=24	regularOrbits=0,1	irregularOrbits=2,3	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,2,1,6|4;3,1,4,6|4;2,5,6,6|3;6,7,2,3|4;8,3,9,6|3;4,10,3,3|3;11,4,7,3|4;5,12,13,6|8;13,14,5,3|3;15,6,14,3|3;7,15,11,3|6;12,8,12,6|8;9,16,8,3|8;17,9,10,3|3;10,11,17,3|6;18,13,19,3|8;14,18,15,3|6;16,17,20,3|6;20,21,16,3|8;19,22,18,3|6;23,19,23,3|8;24,20,22,3|6;21,24,21,3|8;22,23,24,3|8;
z=3.3.6.6	n=4	chambers=24	regularOrbits=0,1	irregularOrbits=2,3	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,2,1,6|4;3,1,4,6|4;2,5,6,6|3;6,7,2,3|4;8,3,9,6|3;4,10,3,3|3;11,4,7,3|4;5,12,13,6|6;13,14,5,3|3;15,6,14,3|3;7,15,11,3|8;12,8,12,6|6;9,16,8,3|6;17,9,10,3|3;10,11,17,3|8;18,13,19,3|6;14,18,15,3|8;16,17,20,3|8;20,21,16,3|6;19,22,18,3|8;23,19,21,3|6;24,20,24,3|8;21,24,23,3|8;22,23,22,3|8;
z=3.3.6.6	n=4	chambers=24	regularOrbits=0,1	irregularOrbits=2,3,4	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,2,1,6|4;3,1,4,6|4;2,5,6,6|3;6,7,2,3|4;8,3,9,6|3;4,10,3,3|3;11,4,7,3|4;5,12,13,6|5;13,14,5,3|3;15,6,14,3|3;7,15,11,3|9;12,8,12,6|5;9,16,8,3|5;17,9,10,3|3;10,11,17,3|9;18,13,19,3|5;14,18,15,3|9;16,17,20,3|9;20,19,16,3|5;19,21,18,3|9;21,20,22,3|9;22,23,21,3|9;24,22,24,3|9;23,24,23,3|9;
z=3.3.6.6	n=4	chambers=24	regularOrbits=0,1	irregularOrbits=2,3	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,2,1,6|4;3,1,4,6|4;2,5,6,6|5;6,7,2,3|4;8,3,9,6|5;4,10,3,3|5;11,4,7,3|4;5,12,13,6|3;13,14,5,3|5;15,6,16,3|5;7,15,11,3|4;12,8,17,6|3;9,18,8,3|3;19,9,19,3|5;10,11,20,3|4;20,21,10,6|5;17,22,12,6|3;23,13,22,3|3;14,23,14,3|5;16,24,15,6|4;22,16,23,6|5;21,17,18,6|3;18,19,21,3|5;24,20,24,6|4;
z=3.3.6.6	n=4	chambers=24	regularOrbits=1,3	irregularOrbits=0,2	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,2,1,6|4;3,1,4,6|4;2,5,6,6|5;6,7,2,3|4;8,3,9,6|5;4,10,3,3|5;11,4,7,3|4;5,12,13,6|3;13,14,5,3|5;15,6,16,3|5;7,15,11,3|4;12,8,17,6|3;9,18,8,3|3;19,9,19,3|5;10,11,20,3|4;20,21,10,6|5;17,22,12,6|3;23,13,22,3|3;14,23,14,3|5;16,24,15,6|4;22,16,23,6|5;21,17,18,6|3;18,19,21,3|5;24,20,24,6|4;
z=3.3.6.6	n=4	chambers=24	regularOrbits=0,1	irregularOrbits=2,3	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=2,3,1,3|4;1,4,2,3|6;5,1,6,3|4;7,2,8,3|6;3,7,9,3|5;9,10,3,6|4;4,5,11,3|5;11,12,4,3|6;6,13,5,6|5;14,6,10,6|4;8,15,7,3|5;16,8,17,3|6;18,9,19,6|5;10,18,14,6|4;20,11,20,3|5;12,20,21,3|5;21,22,12,3|6;13,14,23,6|4;23,21,13,3|5;15,16,15,3|5;17,19,16,3|5;24,17,22,3|6;19,24,18,3|4;22,23,24,3|4;
z=3.3.6.6	n=4	chambers=24	regularOrbits=1,3	irregularOrbits=0,2	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=2,3,1,3|4;1,4,2,3|6;5,1,6,3|4;7,2,8,3|6;3,7,9,3|5;9,10,3,6|4;4,5,11,3|5;11,12,4,3|6;6,13,5,6|5;14,6,10,6|4;8,15,7,3|5;16,8,17,3|6;18,9,19,6|5;10,18,14,6|4;20,11,20,3|5;12,20,21,3|5;21,22,12,3|6;13,14,23,6|4;23,21,13,3|5;15,16,15,3|5;17,19,16,3|5;24,17,22,3|6;19,24,18,3|4;22,23,24,3|4;
z=3.3.6.6	n=4	chambers=24	regularOrbits=0,1	irregularOrbits=2,3	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=2,3,1,3|4;1,4,2,3|8;5,1,6,3|4;7,2,8,3|8;3,7,9,3|4;9,10,3,6|4;4,5,11,3|4;11,12,4,3|8;6,13,5,6|4;14,6,10,6|4;8,15,7,3|4;16,8,16,3|8;17,9,18,6|4;10,17,14,6|4;19,11,20,3|4;12,19,12,3|8;13,14,21,6|4;21,20,13,3|4;15,16,22,3|8;22,18,15,3|4;18,23,17,3|4;20,24,19,3|8;24,21,23,3|4;23,22,24,3|8;
z=3.3.6.6	n=4	chambers=24	regularOrbits=1,3	irregularOrbits=0,2	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=2,3,1,3|4;1,4,2,3|8;5,1,6,3|4;7,2,8,3|8;3,7,9,3|4;9,10,3,6|4;4,5,11,3|4;11,12,4,3|8;6,13,5,6|4;14,6,10,6|4;8,15,7,3|4;16,8,16,3|8;17,9,18,6|4;10,17,14,6|4;19,11,20,3|4;12,19,12,3|8;13,14,21,6|4;21,20,13,3|4;15,16,22,3|8;22,18,15,3|4;18,23,17,3|4;20,24,19,3|8;24,21,23,3|4;23,22,24,3|8;
z=3.3.6.6	n=4	chambers=24	regularOrbits=0,1	irregularOrbits=2,3	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,2,1,6|4;3,1,4,6|4;2,5,6,6|4;6,7,2,3|4;8,3,9,6|4;4,10,3,3|4;11,4,7,3|4;5,12,13,6|4;13,14,5,3|4;15,6,16,3|4;7,15,11,3|4;12,8,17,6|4;9,18,8,3|4;19,9,20,3|4;10,11,21,3|4;21,20,10,6|4;17,22,12,6|4;23,13,23,3|4;14,23,22,3|4;22,16,14,6|4;16,24,15,6|4;20,17,19,6|4;18,19,18,3|4;24,21,24,6|4;
z=3.3.6.6	n=4	chambers=24	regularOrbits=1,3	irregularOrbits=0,2	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,2,1,6|4;3,1,4,6|4;2,5,6,6|4;6,7,2,3|4;8,3,9,6|4;4,10,3,3|4;11,4,7,3|4;5,12,13,6|4;13,14,5,3|4;15,6,16,3|4;7,15,11,3|4;12,8,17,6|4;9,18,8,3|4;19,9,20,3|4;10,11,21,3|4;21,20,10,6|4;17,22,12,6|4;23,13,23,3|4;14,23,22,3|4;22,16,14,6|4;16,24,15,6|4;20,17,19,6|4;18,19,18,3|4;24,21,24,6|4;
z=3.3.6.6	n=4	chambers=24	regularOrbits=0,2	irregularOrbits=1,3,4	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,2,1,6|3;3,1,4,6|3;2,5,6,6|6;6,4,2,3|3;7,3,8,6|6;4,9,3,3|6;5,10,11,6|4;11,12,5,3|6;9,6,13,3|6;10,7,10,6|4;8,14,7,3|4;15,8,16,3|6;13,17,9,3|6;18,11,14,3|4;12,18,19,3|5;19,20,12,3|6;21,13,22,3|6;14,15,18,3|5;16,23,15,3|5;24,16,24,3|6;17,21,23,3|5;23,24,17,3|6;22,19,21,3|5;20,22,20,3|6;
z=3.3.6.6	n=4	chambers=24	regularOrbits=0,2	irregularOrbits=1,3,4	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,2,1,6|3;3,1,4,6|3;2,5,6,6|5;6,4,2,3|3;7,3,8,6|5;4,9,3,3|5;5,10,11,6|4;11,12,5,3|5;9,6,13,3|5;10,7,10,6|4;8,14,7,3|4;15,8,16,3|5;13,17,9,3|5;18,11,14,3|4;12,18,19,3|7;19,20,12,3|5;21,13,20,3|5;14,15,18,3|7;16,22,15,3|7;23,16,17,3|5;17,21,23,3|7;24,19,24,3|7;20,24,21,3|7;22,23,22,3|7;
z=3.4.3.12	n=3	chambers=12	regularOrbits=0,1,2	irregularOrbits=3	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=2,1,3,12|4;1,2,4,12|4;4,5,1,3|4;3,6,2,3|4;7,3,8,3|4;9,4,10,3|4;5,9,11,3|4;11,8,5,4|4;6,7,12,3|4;12,10,6,6|4;8,11,7,4|4;10,12,9,6|4;
z=3.4.3.12	n=3	chambers=24	regularOrbits=0,1,2,3	irregularOrbits=4	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=2,3,4,12|4;1,5,6,12|4;5,1,7,12|4;6,8,1,3|4;3,2,9,12|4;4,10,2,3|4;9,11,3,3|4;12,4,13,3|4;7,14,5,3|4;15,6,16,3|4;17,7,18,3|4;8,15,19,3|4;19,18,8,4|4;20,9,21,3|4;10,12,22,3|4;22,21,10,6|4;11,20,23,3|4;23,13,11,4|4;13,23,12,4|4;14,17,24,3|4;24,16,14,6|4;16,24,15,6|4;18,19,17,4|4;21,22,20,6|4;
z=3.4.3.12	n=4	chambers=16	regularOrbits=0,2,3,4	irregularOrbits=1	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,1,2,3|3;2,3,1,5|3;4,2,3,5|3;3,5,4,5|5;6,4,7,5|5;5,6,8,5|4;8,9,5,3|5;7,10,6,3|4;11,7,12,3|5;13,8,14,3|4;9,13,15,3|4;15,12,9,4|5;10,11,16,3|4;16,14,10,12|4;12,15,11,4|4;14,16,13,12|4;
z=3.4.3.12	n=4	chambers=16	regularOrbits=0,2,3,4	irregularOrbits=1	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,1,2,3|3;2,3,1,5|3;4,2,3,5|3;3,5,4,5|5;6,4,7,5|5;5,6,8,5|4;8,9,5,3|5;7,10,6,3|4;11,7,12,3|5;13,8,14,3|4;9,13,15,3|4;15,12,9,12|5;10,11,16,3|4;16,14,10,4|4;12,15,11,12|4;14,16,13,4|4;
z=3.4.3.12	n=4	chambers=17	regularOrbits=1,2,3	irregularOrbits=0	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,2,1,15|3;3,1,4,15|3;2,5,6,15|3;6,4,2,4|3;7,3,8,15|3;4,9,3,4|3;5,7,10,15|4;10,11,5,3|3;12,6,11,4|3;8,13,7,3|4;14,8,9,3|3;9,12,14,4|4;15,10,16,3|4;11,15,12,3|4;13,14,17,3|4;17,16,13,12|4;16,17,15,12|4;
z=3.4.3.12	n=4	chambers=18	regularOrbits=0,3,4,5	irregularOrbits=1,2	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,1,2,3|4;2,3,1,3|4;4,2,5,3|4;3,4,6,3|6;6,5,3,4|4;5,7,4,4|6;8,6,9,4|6;7,8,10,4|4;10,11,7,3|6;9,12,8,3|4;13,9,14,3|6;15,10,16,3|4;11,15,17,3|4;17,14,11,12|6;12,13,18,3|4;18,16,12,4|4;14,17,13,12|4;16,18,15,4|4;
z=3.4.3.12	n=4	chambers=18	regularOrbits=0,3,4,5	irregularOrbits=1,2	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,1,2,3|4;2,3,1,3|4;4,2,5,3|4;3,4,6,3|6;6,5,3,4|4;5,7,4,4|6;8,6,9,4|6;7,8,10,4|4;10,11,7,3|6;9,12,8,3|4;13,9,14,3|6;15,10,16,3|4;11,15,17,3|4;17,14,11,4|6;12,13,18,3|4;18,16,12,12|4;14,17,13,4|4;16,18,15,12|4;
z=3.4.3.12	n=4	chambers=18	regularOrbits=0,3,4,5	irregularOrbits=1,2	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,1,2,3|3;2,3,1,4|3;4,2,3,4|3;3,5,4,4|7;5,4,6,4|7;6,7,5,3|7;8,6,9,3|7;7,8,10,3|4;10,11,7,3|7;9,12,8,3|4;13,9,14,3|7;15,10,16,3|4;11,15,17,3|4;17,14,11,4|7;12,13,18,3|4;18,16,12,12|4;14,17,13,4|4;16,18,15,12|4;
z=3.4.3.12	n=4	chambers=18	regularOrbits=0,3,4,5	irregularOrbits=1,2	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,1,2,3|3;2,3,1,4|3;4,2,3,4|3;3,5,4,4|7;5,4,6,4|7;6,7,5,3|7;8,6,9,3|7;7,8,10,3|4;10,11,7,3|7;9,12,8,3|4;13,9,14,3|7;15,10,16,3|4;11,15,17,3|4;17,14,11,12|7;12,13,18,3|4;18,16,12,4|4;14,17,13,12|4;16,18,15,4|4;
z=3.4.3.12	n=4	chambers=18	regularOrbits=0,2,3,4	irregularOrbits=1	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,1,2,4|3;2,3,1,6|3;4,2,3,6|3;3,5,4,6|5;6,4,7,6|5;5,8,9,6|3;9,10,5,3|5;8,6,11,6|3;7,12,6,3|3;13,7,14,3|5;11,15,8,12|3;16,9,15,3|3;10,16,17,3|4;17,14,10,4|5;18,11,12,12|3;12,13,18,3|4;14,17,13,4|4;15,18,16,12|4;
z=3.4.3.12	n=4	chambers=19	regularOrbits=1,3,4	irregularOrbits=0,2	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,2,1,12|3;3,1,4,12|3;2,5,6,12|4;6,4,2,4|3;5,3,7,12|4;4,8,3,4|4;7,9,5,3|4;10,6,11,4|4;12,7,13,3|4;8,10,14,4|4;14,13,8,3|4;9,12,15,3|4;15,11,9,3|4;11,16,10,3|4;13,17,12,3|4;17,14,18,3|4;16,15,19,3|4;19,18,16,12|4;18,19,17,12|4;
z=3.4.3.12	n=4	chambers=19	regularOrbits=1,2,3	irregularOrbits=0	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,2,1,24|3;3,1,4,24|3;2,5,6,24|3;6,4,2,4|3;7,3,8,24|3;4,9,3,4|3;5,10,11,24|3;11,12,5,3|3;13,6,12,4|3;10,7,14,24|3;8,15,7,3|3;16,8,9,3|3;9,13,16,4|4;14,17,10,12|3;18,11,17,3|3;12,18,13,3|4;19,14,15,12|3;15,16,19,3|4;17,19,18,12|4;
z=3.4.3.12	n=4	chambers=19	regularOrbits=1,3,4	irregularOrbits=0,2	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,2,1,4|3;3,1,4,4|3;2,5,6,4|4;6,4,2,4|3;5,3,7,4|4;4,8,3,4|4;7,9,5,9|4;10,6,11,4|4;12,7,13,9|4;8,10,14,4|4;14,13,8,3|4;9,12,15,9|4;15,11,9,3|4;11,16,10,3|4;13,17,12,3|4;17,14,18,3|4;16,15,19,3|4;19,18,16,12|4;18,19,17,12|4;
z=3.4.3.12	n=4	chambers=20	regularOrbits=2,3,4	irregularOrbits=0,1	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=2,1,3,12|4;1,2,4,12|6;4,5,1,3|4;3,6,2,3|6;7,3,8,3|4;9,4,10,3|6;5,9,11,3|3;11,8,5,12|4;6,7,12,3|3;12,13,6,3|6;8,14,7,12|3;10,15,9,3|3;16,10,17,3|6;18,11,15,12|3;19,12,14,3|3;13,19,20,3|4;20,17,13,4|6;14,18,19,12|4;15,16,18,3|4;17,20,16,4|4;
z=3.4.3.12	n=4	chambers=20	regularOrbits=0,4,5,6	irregularOrbits=1,2,3	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,1,2,3|4;2,3,1,3|4;4,2,5,3|4;3,4,6,3|8;6,5,3,3|4;5,7,4,3|8;7,6,8,3|8;8,9,7,3|8;10,8,11,3|8;9,10,12,3|4;12,13,9,3|8;11,14,10,3|4;15,11,16,3|8;17,12,18,3|4;13,17,19,3|4;19,16,13,12|8;14,15,20,3|4;20,18,14,4|4;16,19,15,12|4;18,20,17,4|4;
z=3.4.3.12	n=4	chambers=20	regularOrbits=0,4,5,6	irregularOrbits=1,2,3	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,1,2,3|4;2,3,1,3|4;4,2,5,3|4;3,4,6,3|8;6,5,3,3|4;5,7,4,3|8;7,6,8,3|8;8,9,7,3|8;10,8,11,3|8;9,10,12,3|4;12,13,9,3|8;11,14,10,3|4;15,11,16,3|8;17,12,18,3|4;13,17,19,3|4;19,16,13,4|8;14,15,20,3|4;20,18,14,12|4;16,19,15,4|4;18,20,17,12|4;
z=3.4.3.12	n=4	chambers=20	regularOrbits=0,3,4,5	irregularOrbits=1,2	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,1,2,3|5;2,3,1,3|5;4,2,5,3|5;3,4,6,3|6;6,7,3,3|5;5,8,4,3|6;9,5,7,3|5;10,6,11,3|6;7,10,9,3|5;8,9,12,3|5;12,13,8,3|6;11,14,10,3|5;15,11,16,3|6;17,12,18,3|5;13,17,19,3|4;19,16,13,12|6;14,15,20,3|4;20,18,14,4|5;16,19,15,12|4;18,20,17,4|4;
z=3.4.3.12	n=4	chambers=20	regularOrbits=0,3,4,5	irregularOrbits=1,2	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,1,2,3|5;2,3,1,3|5;4,2,5,3|5;3,4,6,3|6;6,7,3,3|5;5,8,4,3|6;9,5,7,3|5;10,6,11,3|6;7,10,9,3|5;8,9,12,3|5;12,13,8,3|6;11,14,10,3|5;15,11,16,3|6;17,12,18,3|5;13,17,19,3|4;19,16,13,4|6;14,15,20,3|4;20,18,14,12|5;16,19,15,4|4;18,20,17,12|4;
z=3.4.3.12	n=4	chambers=20	regularOrbits=0,3,4,5	irregularOrbits=1,2	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,1,2,4|4;2,3,1,3|4;4,2,5,3|4;3,4,6,3|6;6,5,3,5|4;5,7,4,5|6;8,6,9,5|6;7,10,11,5|3;11,12,7,3|6;10,8,13,5|3;9,14,8,3|3;15,9,16,3|6;13,17,10,12|3;18,11,17,3|3;12,18,19,3|4;19,16,12,4|6;20,13,14,12|3;14,15,20,3|4;16,19,15,4|4;17,20,18,12|4;
z=3.4.3.12	n=4	chambers=20	regularOrbits=0,3,4,5	irregularOrbits=1,2	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,1,2,4|4;2,3,1,5|4;4,2,5,5|4;3,6,7,5|4;7,5,3,3|4;8,4,9,5|4;5,10,4,3|4;6,8,11,5|4;11,12,6,3|4;10,7,13,3|4;9,14,8,3|4;15,9,16,3|4;13,16,10,12|4;17,11,18,3|4;12,17,19,3|4;19,13,12,12|4;14,15,20,3|4;20,18,14,4|4;16,19,15,12|4;18,20,17,4|4;
z=3.4.3.12	n=4	chambers=20	regularOrbits=0,3,4,5	irregularOrbits=1,2	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,1,2,4|3;2,3,1,4|3;4,2,3,4|3;3,5,4,4|7;5,4,6,4|7;6,7,5,4|7;8,6,9,4|7;7,10,11,4|3;11,12,7,3|7;10,8,13,4|3;9,14,8,3|3;15,9,16,3|7;13,17,10,12|3;18,11,17,3|3;12,18,19,3|4;19,16,12,4|7;20,13,14,12|3;14,15,20,3|4;16,19,15,4|4;17,20,18,12|4;
z=3.4.3.12	n=4	chambers=20	regularOrbits=0,3,4,5	irregularOrbits=1,2	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,1,2,4|4;2,3,1,4|4;4,2,5,4|4;3,6,7,4|4;7,5,3,4|4;6,4,8,4|4;5,9,4,4|4;8,10,6,12|4;11,7,12,4|4;13,8,14,12|4;9,11,15,4|4;15,14,9,3|4;10,13,16,12|4;16,12,10,3|4;12,17,11,3|4;14,18,13,3|4;18,15,19,3|4;17,16,20,3|4;20,19,17,4|4;19,20,18,4|4;
z=3.4.3.12	n=4	chambers=21	regularOrbits=2,3,4	irregularOrbits=0,1	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,2,1,9|7;3,1,4,9|7;2,3,5,9|4;5,6,2,3|7;4,7,3,3|4;8,4,9,3|7;10,5,11,3|4;6,10,12,3|3;12,13,6,3|7;7,8,14,3|3;14,11,7,4|4;9,15,8,3|3;16,9,17,3|7;11,18,10,4|3;19,12,18,3|3;13,19,20,3|4;20,17,13,12|7;21,14,15,4|3;15,16,21,3|4;17,20,16,12|4;18,21,19,4|4;
z=3.4.3.12	n=4	chambers=21	regularOrbits=2,3,4	irregularOrbits=0,1	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,2,1,9|5;3,1,4,9|5;2,3,5,9|6;5,6,2,3|5;4,7,3,3|6;8,4,9,3|5;10,5,11,3|6;6,10,12,3|3;12,9,6,4|5;7,8,13,3|3;13,14,7,3|6;9,15,8,4|3;11,16,10,3|3;17,11,18,3|6;19,12,16,4|3;20,13,15,3|3;14,20,21,3|4;21,18,14,12|6;15,19,20,4|4;16,17,19,3|4;18,21,17,12|4;
z=3.4.3.12	n=4	chambers=21	regularOrbits=1,3,4	irregularOrbits=0,2	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,2,1,16|3;3,1,4,16|3;2,5,6,16|4;6,4,2,4|3;5,3,7,16|4;4,8,3,4|4;7,9,5,4|4;10,6,11,4|4;12,7,13,4|4;8,10,14,4|4;14,13,8,3|4;9,15,16,4|3;16,11,9,3|4;11,17,10,3|4;15,12,18,4|3;13,19,12,3|3;19,14,20,3|4;18,21,15,12|3;17,16,21,3|3;21,20,17,12|4;20,18,19,12|3;
z=3.4.3.12	n=4	chambers=21	regularOrbits=1,3,4	irregularOrbits=0,2	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,2,1,4|3;3,1,4,4|3;2,5,6,4|4;6,4,2,4|3;5,3,7,4|4;4,8,3,4|4;7,9,5,16|4;10,6,11,4|4;12,7,13,16|4;8,10,14,4|4;14,13,8,3|4;9,15,16,16|3;16,11,9,3|4;11,17,10,3|4;15,12,18,16|3;13,19,12,3|3;19,14,20,3|4;18,21,15,12|3;17,16,21,3|3;21,20,17,12|4;20,18,19,12|3;
z=3.4.3.12	n=4	chambers=22	regularOrbits=0,1,2,4	irregularOrbits=3,5	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,2,3,12|4;4,1,5,12|4;3,6,1,3|4;2,4,7,12|4;7,8,2,3|4;9,3,10,3|4;5,11,4,3|4;12,5,13,3|4;6,9,14,3|4;14,13,6,3|4;15,7,16,3|4;8,15,17,3|6;17,10,8,3|4;10,18,9,3|4;11,12,19,3|6;19,16,11,4|4;13,20,12,3|6;20,14,21,3|4;16,19,15,4|6;18,17,22,3|6;22,21,18,8|4;21,22,20,8|6;
z=3.4.3.12	n=4	chambers=22	regularOrbits=0,4,5,6	irregularOrbits=1,2,3	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,1,2,4|4;2,3,1,3|4;4,2,5,3|4;3,4,6,3|8;6,5,3,3|4;5,7,4,3|8;7,6,8,3|8;8,9,7,4|8;10,8,11,4|8;9,12,13,4|3;13,14,9,3|8;12,10,15,4|3;11,16,10,3|3;17,11,18,3|8;15,19,12,12|3;20,13,19,3|3;14,20,21,3|4;21,18,14,4|8;22,15,16,12|3;16,17,22,3|4;18,21,17,4|4;19,22,20,12|4;
z=3.4.3.12	n=4	chambers=22	regularOrbits=0,3,4,5	irregularOrbits=1,2	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,1,2,4|5;2,3,1,4|5;4,2,5,4|5;3,6,7,4|4;7,8,3,3|5;6,4,9,4|4;5,10,4,3|4;11,5,8,3|5;9,12,6,12|4;13,7,14,3|4;8,13,11,3|5;15,9,16,12|4;10,11,17,3|5;17,16,10,3|4;12,15,18,12|4;18,14,12,3|4;14,19,13,3|5;16,20,15,3|4;20,17,21,3|5;19,18,22,3|4;22,21,19,4|5;21,22,20,4|4;
z=3.4.3.12	n=4	chambers=22	regularOrbits=0,3,5,6	irregularOrbits=1,2,4	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,1,2,4|4;2,3,1,4|4;4,2,5,4|4;3,6,7,4|5;7,5,3,3|4;6,4,8,4|5;5,9,4,3|5;8,10,6,12|5;9,7,11,3|5;12,8,13,12|5;11,14,9,3|5;10,12,15,12|4;15,16,10,3|5;17,11,16,3|5;13,18,12,3|4;19,13,14,3|5;14,17,19,3|4;20,15,21,3|4;16,20,17,3|4;18,19,22,3|4;22,21,18,4|4;21,22,20,4|4;
z=3.4.3.12	n=4	chambers=22	regularOrbits=0,4,5,6	irregularOrbits=1,2,3	source=certs/uclass-k4/window-hits-min1-maxSize24.tsv	key=1,1,2,4|4;2,3,1,4|4;4,2,5,4|4;3,6,7,4|5;7,5,3,3|4;6,4,8,4|5;5,9,4,3|5;8,10,6,3|5;9,7,11,3|5;12,8,13,3|5;11,14,9,12|5;10,12,15,3|4;15,16,10,3|5;17,11,16,12|5;13,18,12,3|4;19,13,14,3|5;14,17,19,12|4;20,15,21,3|4;16,20,17,3|4;18,19,22,3|4;22,21,18,4|4;21,22,20,4|4;
